contract_id,label,text,category
52,Amendment to Section 6.5 of the Collaboration Agreement. The first sentence of Section 6.5 of the Collaboration Agreement is hereby amended,"1. Amendment to Section 6.5 of the Collaboration Agreement. The first sentence of Section 6.5 of the Collaboration Agreement is hereby amended
and restated in its entirety as follows:
“Following the Effective Date, but in any case prior to the Initiation of the first Clinical Trial sponsored by Sanofi for a Product, the Parties shall
enter into a pharmacovigilance agreement setting forth the worldwide pharmacovigilance procedures for the Parties with respect to the Products,
such as safety data sharing, adverse events reporting and safety profile monitoring (the “Pharmacovigilance Agreement”).”",Legal
52,No Other Amendments. This Letter shall be deemed to be a part of and incorporated into the Collaboration Agreement. In the event of a conflict,"2. No Other Amendments. This Letter shall be deemed to be a part of and incorporated into the Collaboration Agreement. In the event of a conflict
between this Letter and the Collaboration Agreement, this Letter shall control. Except as expressly set forth in this Letter, all of the terms and conditions
of the Collaboration Agreement shall remain unchanged and are ratified and confirmed in all respects and remain in full force and effect.",Legal
52,"Entire Agreement. This Letter, together with the Collaboration Agreement and any exhibits or attachments thereto (including, without limitation,","3. Entire Agreement. This Letter, together with the Collaboration Agreement and any exhibits or attachments thereto (including, without limitation,
the Correspondence and the Exhibits thereto), constitutes the entire agreement between the Parties regarding the subject matter hereof, and any reference
to the Collaboration Agreement shall refer to the Collaboration Agreement, as amended by this Letter.",Legal
52,"Counterparts. This Letter may be executed in one (1) or more counterparts, each of which will be deemed an original, but all of which together","4. Counterparts. This Letter may be executed in one (1) or more counterparts, each of which will be deemed an original, but all of which together
will constitute one and the same instrument.
Source: REVOLUTION MEDICINES, INC., S-1, 1/17/2020",General
52,Governing Law. This Letter shall be governed by and construed in accordance with the laws of the State of New York without reference to any,"5. Governing Law. This Letter shall be governed by and construed in accordance with the laws of the State of New York without reference to any
rules of conflict of laws.
[Remainder of Page Intentionally Left Blank]
Source: REVOLUTION MEDICINES, INC., S-1, 1/17/2020
Please indicate your agreement by countersigning in the space provided below and returning a copy to my attention.
Sincerely,
Aventis, Inc.
By: /s/ Douglas J. McCormack
Name: Douglas J. McCormack
Title: Vice President
Acknowledged and Agreed:
Revolution Medicines, Inc.
By: /s/ Mark A. Goldsmith
Name: Mark A. Goldsmith
Title: Chief Executive Officer
[Signature Page to Letter Agreement]
Source: REVOLUTION MEDICINES, INC., S-1, 1/17/2020",Legal
53,Definitions,"1. Definitions
1.1. Adverse Event shall mean an incident in which the Product was alleged to have caused or contributed to the death or serious injury
of a patient or operator and would require submitting a Medical Devices Report to the FDA (as hereinafter defined) as per 21 CFR 803,
or a similar report to a Competent Authority (as hereinafter defined) as per Vigilance Guidance MEDDEV 2.12-1.
1.2. Affiliate shall mean, (i) with respect to Qualigen, any corporation or other form of business organization, which directly or indirectly
owns, controls, is controlled by, or is under common control with Qualigen, and (ii), with respect to Sekisui, shall mean Sekisui
Diagnostics (UK) Ltd., Sekisui Diagnostics PEI, Inc., SEKISUI MEDICAL CO., LTD., and Sekisui Diagnostics GmbH. An entity shall
be regarded as being in control of another entity if the former entity has the direct or indirect power to vote more than fifty percent
(50%) of the outstanding voting securities (or other ownership interest for a business organization other than a corporation) of that
entity, or the direct or indirect ability to direct or cause the direction of the general management and policies of the other entity.
1.3. Applicable Markets shall mean the United States, Canada, the European Union, Japan and other additional geographies that are
added from time to time at the request of Sekisui, but only to the extent that it is commercially reasonable for Qualigen to expand to
such additional geographies.
1.4. Available Margin is defined on Exhibit A.
1.5. Business Plan shall mean the business plan attached as Exhibit B hereto, which business plan may be amended from time to time by
mutual agreement of Qualigen and Sekisui.
1.6. COGS is defined on Exhibit A.
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
1.7. Competent Authority shall mean the governmental authority in a member state of the European Union which has competence in
relation to the Products.
1.8. Development Plan shall mean the development plan attached as Exhibit C hereto, which development plan may be amended from time
to time by mutual agreement of Qualigen and Sekisui.
1.9. Effective Date shall mean May 1, 2016.
1.10. European Union shall mean the countries in Europe that are under the CE mark regulatory regime.
1.11. Exclusivity Period shall mean the period from the Effective Date until December 31, 2018.
1.12. FDA shall mean the U.S. Food and Drug Administration or any successor agency.
1.13. Health Canada shall mean the department of the government of Canada with responsibility for national public health.
1.14. Intellectual Property Rights means all intellectual property rights in any jurisdiction worldwide, including, without limitation: (a) Patent
Rights; (b) rights associated with works of authorship including copyrights, copyright applications, and copyright registrations; (c)
rights relating to the protection of trade secrets, know-how or confidential information; and (d) rights in any trade names, trademarks,
service marks, domain names, logos, trade dress and brand features.
1.15. Net Revenue is defined on Exhibit A.
1.16. Patent Rights means all patents, patent applications and inventions on which patent applications are filed and all patents issuing
therefrom worldwide, together with any extensions, registrations, confirmations, reissues, continuations, divisionals, continuations-
in-part, re-examination certificates, substitutions or renewals, supplemental protection certificates, term extensions (under applicable
patent law or other law), provisional rights and certificates of inventions.
1.17. Potentially Serious Complaint shall mean any information coming to the notice of Qualigen or Sekisui which might relate to a Serious
Incident (as hereinafter defined), or to a significant lapse in the quality of the Products, or might lead to significant adverse public or
media comment, or otherwise significantly, adversely affect the reputation or business of Sekisui or Qualigen.
1.18. Products shall mean all of Qualigen’s current and future products, including without limitation those listed on Exhibit D, for sale under
the trade names listed with such products, including any improvements thereto.
1.19. Qualigen Retained Customers shall mean certain of Qualigen’s existing direct sales customers, all as listed on Exhibit E.
1.20. Regulatory Approval shall mean the approval of the applicable Regulatory Authority required for the promotion, marketing,
distribution and/or sale of the Products in any territory in which they are being sold, including any Product registration or license, and
any supplement, amendment or variation thereto, required before the commencement of commercial sales of the Products in such
territory, and export and import approvals for the Products.
2
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
1.21. Regulatory Authorities shall mean the FDA, each Competent Authority, Health Canada and the Japanese Pharmaceuticals and
Medical Devices Agency.
1.22. Revenue Affiliate shall mean any entity of which Sekisui has the direct or indirect power to vote more than fifty percent (50%) of the
outstanding voting securities (or other ownership interest for a business organization other than a corporation) of that entity, or the
direct or indirect ability to direct or cause the direction of the general management and policies of that entity.
1.23. Sale Transaction shall mean (i) any transaction in which Qualigen, Qualigen’s business or control of Qualigen is acquired, (ii) any
license, sale, lease, transfer, or other disposition, in a single transaction or series of related transactions, of all or substantially all of
Qualigen’s assets other than in the ordinary course of business, (iii) any sale of a majority of the outstanding shares of capital stock
of Qualigen, (iv) any sale or license of any rights to any Qualigen products, now or hereafter existing, other than in the ordinary
course of business, (v) any liquidation or dissolution of Qualigen, (vi) any similar transaction resulting in a change of control of
Qualigen, or (vii) any of the foregoing with respect to any now or hereafter existing subsidiary of Qualigen which holds, on a
consolidated basis, all or substantially all of Qualigen’s assets (i.e., of the assets of Qualigen and all its Affiliates considered
together).
1.24. Serious Incident shall mean an incident involving the Products, which is reportable to a Competent Authority and as defined in
Section 5 of Annex III of the IVD Directive, and the European Commission Medical Devices Vigilance Guidelines 2.12-1 or such other
Guidelines as may be issued from time to time.
1.25. Territory shall mean worldwide excluding Qualigen Retained Customers.
1.26. Third Party shall mean a party other than Sekisui or Qualigen or any Affiliate of Sekisui or Qualigen.",General
53,Appointment and Term,"2. Appointment and Term
2.1. Appointment. Qualigen hereby appoints Sekisui, and Sekisui accepts the appointment to act on an exclusive basis pursuant to the
terms and conditions of this Agreement, as a distributor for the sale of the Products in the Territory. Sekisui shall be permitted to
appoint sub-distributors in the Territory (including any current Qualigen distributors) with the approval of Qualigen, not to be
unreasonably withheld or delayed. Sekisui shall purchase the Products exclusively from Qualigen, and Qualigen shall supply the
Products exclusively to Sekisui, in each case for the Territory. Qualigen shall assign to Sekisui Qualigen’s agreements with Qualigen’s
current distributors (such that such current Qualigen distributors shall become Sekisui subdistributors), each of which is set forth on
Schedule 2.1 hereto; if any of such agreements do not allow such assignment and the current distributor declines to consent to such
an assignment to Sekisui, Qualigen shall (if Sekisui so requests) act pursuant to such agreement to terminate such agreement.
2.2. Term. The initial term of this Agreement shall commence on the Effective Date and shall continue for a period of five (5) years unless
earlier terminated pursuant to Section 14 hereof (the “Term”). The initial term of this Agreement and any renewal term thereof shall be
automatically extended at the end of the initial term and any renewal term thereof for an additional one (1) year period unless either
Party notifies the other Party not less than six (6) months before the end of the then in effect term of its intent to terminate this
Agreement. References in this Agreement to “Term” shall be deemed to include the initial five (5) year term as well as a reduction or
extension of that time period that may occur as a result of the provision of this Section 0 or the provisions of Section 14.
3
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
2.3. Customer Product Rentals. All instruments placed with customers under a rental program during the Term shall be owned by Sekisui
(“Sekisui Instruments”), while Qualigen shall retain ownership of instruments placed with customers under a rental program before the
execution of this Agreement (“Qualigen Instruments”) and any instruments (including FastPack® 2.0) placed by Qualigen to the
Qualigen Retained Customers.
2.4. Qualigen Retained Customers. In addition to the retention of the Qualigen Instruments, Qualigen shall be permitted to continue selling
the existing Qualigen products directly to the Qualigen Retained Customers. However, Qualigen shall not engage any distributors
(whether exclusive or non-exclusive) other than Sekisui for the Qualigen Retained Customers. Sekisui shall not, and shall cause its
subdistributors not to, market, rent or sell any Products to the Qualigen Retained Customers.",General
53,Supply; Orders,"3. Supply; Orders
3.1. Supply. Qualigen shall supply Sekisui with all of Sekisui’s commercial requirements for the Product in the Applicable Markets. All
Products supplied by Qualigen to Sekisui shall have on the date of shipment by Qualigen a shelf life of not less than a minimum three
(3) month shelf life for products shipped within the United States and not less than a minimum four (4) month shelf life for products
shipped outside the United States (or such longer shelf-life as may be mutually agreed by Qualigen and a Sekisui customer with
respect to a specific customer order). Qualigen shall use reasonable efforts to assure that the Products, as manufactured by Qualigen,
conform to the applicable product specifications and requirements of the Regulatory Authorities in, and are manufactured in
accordance with all Regulatory Approvals, laws and regulations applicable to the Products in the Applicable Markets. Qualigen shall
maintain the necessary records to comply with all Regulatory Approvals and other applicable rules and regulations in the Applicable
Markets.
3.2. Forecast. Sekisui shall submit to Qualigen by the fifth day of each calendar month a rolling twelve (12) month (month-by-month)
forecast of the quantity of each Product that Sekisui anticipates selling during the following twelve (12) months (the “Forecast”). As
to Reagent Kits each respective Forecast shall represent reasonable estimates to be used for planning and inventory stocking
purposes as indicated in Exhibit D, and shall not be binding on Sekisui; provided, however, that as to Instruments the quantities for
each of the first three months of each respective Forecast shall be deemed to constitute and shall constitute firm, binding orders for
such quantities of Instruments in such respective months (but in no event for a lesser quantity for a month than the quantity for such
month which, pursuant to an earlier Forecast, had already become a firm, binding order).
4
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
3.3. Orders. Orders shall be processed as set forth in Exhibit F. Each purchase order shall be governed by the terms and conditions of this
Agreement (regardless of whether such purchase order references the Agreement). Sekisui shall be allowed to, for convenience,
document its purchase orders by using Sekisui’s standard form of purchase order, but in no event shall anything in such purchase
order vary, contradict or augment the terms of this Agreement, and the parties agree that any “preprinted” provisions in the purchase
orders shall, if they are inconsistent with or additive to this Agreement, simply be disregarded and shall be deemed inapplicable
and/or rejected (regardless of acceptance, performance or apparent acquiescence, none of which shall constitute or be construed to
constitute Qualigen’s or Sekisui’s consent to or recognition of terms, conditions or provisions that are different from or are not
contained in this Agreement), unless in a separate and nonboilerplate agreement which expressly identifies and waives this Section
3.3 Qualigen agrees to accept such “preprinted” term. Similarly, Qualigen shall be allowed to, for convenience, document its
acknowledgements, confirmations and similar instruments by using Qualigen’s standard form of acknowledgement, confirmation and
similar instruments, but in no event shall anything in such acknowledgements, confirmations and similar instruments vary, contradict
or augment the terms of this Agreement, and the Parties agree that any “preprinted” provisions in the acknowledgements,
confirmations and similar instruments shall, if they are inconsistent with or additive to this Agreement, simply be disregarded and be
deemed inapplicable and/or rejected (regardless of acceptance, performance or apparent acquiescence, none of which shall constitute
or be construed to constitute Qualigen’s or Sekisui’s consent to or recognition of terms, conditions or provisions that are different
from or are not contained in this Agreement), unless in a separate and nonboilerplate agreement which expressly identifies and waives
this Section 3.3 Sekisui agrees to accept such “preprinted” term.
3.4. Product Records. Qualigen shall test or cause to be tested each lot of Product purchased by Sekisui. Qualigen shall provide Sekisui
with copies of any Product test records requested or Sekisui may audit Qualigen to review the Product test records.
3.5. No Alterations or Mishandling. Sekisui shall not, and shall also cause its subdistributors not to, alter or modify (or add to or subtract
from) in any way any Products delivered by Qualigen hereunder. Sekisui shall, and shall also cause its subdistributors to, handle,
store and transport the Products in accordance with Qualigen’s guidelines and shall not, and shall also cause its subdistributors not
to, subject such Products to abuse, mishandling or unusual physical, thermal, chemical or electrical stress or sell any Product after its
expiration date.
3.6. Packaging and Labeling. The Products shall be delivered by Qualigen, and Sekisui shall cause the Products to be delivered to end
users, in Qualigen packaging and with Qualigen labeling, all as intended to be received by the end user. Such packaging and labeling
(and the Products themselves) (and “product inserts,” which Qualigen may provide online so long as it is done in compliance with all
legal requirements of the applicable jurisdiction) shall include such Qualigen trade names, brand names, trademarks and logos (and
patent notices) as Qualigen shall select and with such size, colors, positioning and prominence as Qualigen shall select in its sole
discretion, and shall not include any Sekisui trade names, brand names, trademarks or logos (except that, if so required by applicable
law, Qualigen shall include a statement that Sekisui is the distributor and/or that Sekisui is the importer). Sekisui shall not imprint or
affix any of its (or any non-Qualigen person’s) trade names, brand names, trademarks or logos to any Product or its packaging or
labeling, and shall also cause its subdistributors not to do so. Sekisui shall not deface, cover, obscure, erase, alter or remove any
Qualigen trade names, brand names, trademarks or logos (or patent notices) applied by Qualigen to the Products or to the Products’
packaging or labeling, and shall also cause its subdistributors not to do so.
5
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020",General
53,"Price, Shipment and Payment","4. Price, Shipment and Payment
4.1. Price. The price that Sekisui shall pay for the Products shall be established separately for the Reagent Kits and for the products other
than Reagent Kits. The price that Sekisui shall pay for the Reagent Kits Products shall be based upon a formula intended to ensure
that Sekisui will receive 90% of the total Available Margin for all Products during the first 12 months of this Agreement, 70% of the
total Available Margin for all Products during months 13-24 of this Agreement, and 65% of the total Available Margin for all Products
thereafter. Accordingly, the prices (established separately for the Reagent Kits and for the products other than Reagent Kits) to be
paid by Sekisui for the Products shall be fixed (subject to a later lookback true up) for each respective prospective six month period in
the manner set forth in Exhibit D. The initial prices Sekisui agrees to pay for the respective Products for the first such prospective “six
month period” (in this instance actually a five month period: May-September 2016) shall be fixed (subject to a later lookback true up)
in the manner set forth in Exhibit D. Thereafter such prices shall be revisited and recalculated (prospectively) every six months in the
manner set forth in Exhibit D (i.e., for purposes of such calculations for establishing the new prospective prices for the reagent
products, the applicable Net Revenue, COGS and Available Margin shall be the Net Revenue, COGS and Available Margin for the
applicable historical 6-month period as defined in Exhibit D). In addition, on a semi-annual basis, such amount shall be reviewed based
on the actual Net Revenue, COGS and Available Margin for the 6 months then ended. In the event that such review results in a
difference from the intended share of Available Margin between the Parties as contemplated above, the Parties shall make a true up
payment between them in order to compensate for such overpayment or shortfall, all as provided in Exhibit D. Any true-up payments
shall be paid by the applicable Party within 30 days of the receipt of an invoice for the agreed to true up amount.
Sekisui shall set the customer selling prices in good faith and in a commercially reasonable manner.
4.2. Shipment. The shipment of orders to Sekisui’s customers shall be subject to the ability of Sekisui and Qualigen to obtain all required
licenses and permits then in effect. Qualigen agrees (i) to assist Sekisui in obtaining such required licenses or permits, (ii) to comply
with all Regulatory Approvals in, including all approvals and licenses necessary to import the Product into, the Applicable Markets,
and (iii) to maintain the necessary records to comply with all Regulatory Approvals and other applicable rules and regulations in the
Applicable Markets. Qualigen shall not be subject to unreasonable requests for assistance in applying for Regulatory Approvals
such as providing original or proprietary documents, submitting free product samples or extensive translations. All Product ordered
by Sekisui’s customers shall be suitably packed for shipment and storage by Qualigen on behalf of Sekisui in accordance with
Qualigen’s standard commercial shipping practices. Each order shall be shipped as designated by Sekisui’s customers in the order. If
the carrier noted on the Sekisui customer’s purchase order is not available, or if the purchase order does not designate a carrier, then
Sekisui shall select the mode of shipment or, if Sekisui does not select the mode of shipment, Qualigen shall select the mode of
shipment. Qualigen’s responsibility shall be to deposit the ordered goods with the designated carrier within the shipping periods
specified, and Qualigen shall not be liable for late delivery if so accomplished.
4.3. Delivery Terms. Qualigen shall deliver Products ordered by Sekisui, FCA (Incoterms 2010) Qualigen’s facility in Carlsbad, California.
Title to Products ordered by Sekisui shall pass to Sekisui upon delivery to the designated Sekisui storeroom at Qualigen’s facility.
While held at the Sekisui storeroom, any physical inventory loss will be the responsibility of Qualigen. Sekisui undertakes that all
Sekisui inventory of Products shall be kept at such designated Sekisui storeroom at Qualigen’s facility, until resale to Sekisui’s
customers.
6
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
4.4. Sales Expense; Business Plan. For the avoidance of doubt, Sekisui shall be responsible for all sales and related sales expense except
for Qualigen Retained Customers. The Business Plan sets forth Sekisui’s plans for the sale and distribution of the Products, including
target budget and resource allocations for the marketing and sales of the Products and estimated forecasts of sales to customers.
Sekisui shall in good faith use commercially reasonable efforts, in conformance with good commercial practice and standards,
government regulations and other applicable requirements, to promote, market and sell the Products, to execute the Business Plan and
to achieve its objectives. Except as set forth in Section 3.2, such forecasts and budgets are intended for guidance purposes only and
are not binding obligations. Sekisui shall be responsible for bad debt (customer nonpayment) and credit card merchant fees and
expenses.
4.5. Financing Payments; Development Plan. In addition to the payments for the purchase of Products set forth in Section 4.1 above, in
connection with this Agreement and in furtherance of the Development Plan, Sekisui shall provide to Qualigen up to $6,200,000 of
financing in accordance with the timing and other provisions of the Development Plan and the achievement of the applicable
milestones set forth therein (the “Financing Payments”). All such Financing Payments shall be used in accordance with the
Development Plan and shall be non-refundable once paid, other than as set off in connection with a Sale Transaction as further
described below. Time is of the essence for the payment by Sekisui of the resulting Financing Payments upon confirmation of
achievement by Qualigen of the respective Development Plan milestones as set forth in Section 6.2 and the Development Plan.
4.6. Personnel Matters. Sekisui shall offer employment to four Qualigen sales representatives to become employees of Sekisui with
primary responsibility for the sale of the Products, and Qualigen hereby consents to and permits such employment. Such offers of
employment are subject to Sekisui’s employment policies, including the successful completion of customary background checks, and
are not a guarantee of ongoing employment. Upon the expiration or termination of the Term (other than in connection with a Sale
Transaction in which Sekisui acquires Qualigen), Sekisui shall cooperate in permitting Qualigen to offer to rehire any Sekisui sales
representatives who are primarily responsible for selling the Products. A sales person “primarily responsible for selling the Products”
is one that spends more than half of his or her time and receives more than half of his or her commission based compensation based
on sales of the Products.
4.7. Invoice Terms. Sekisui shall pay for each Product sold by Qualigen within 30 days after Sekisui has received the applicable invoice
from Qualigen.
4.8. Marketing Claims. Sekisui covenants to Qualigen that Sekisui will not make any written or oral representation or marketing claim
(either formal or informal) about any Product’s capabilities or characteristics other than those representations and claims that are fully
and directly supported by factual materials provided by Qualigen to Sekisui. Sekisui shall not make any false or misleading
representations to customers or others regarding Qualigen or the Products. Sekisui shall not make any representations, warranties or
guarantees with respect to the specifications, features or capabilities of the Products that are not contained within Qualigen’s
documentation accompanying the Products or Qualigen’s literature describing the Products, including Qualigen’s standard limited
warranty and disclaimers.
7
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
4.9. Taxes. Qualigen’s stated Product prices do not include any foreign, federal, state or local sales taxes that may be applicable to the
Products, but in the event that such sales taxes are applicable and Qualigen has the legal obligation to collect such sales taxes (or are
sales taxes imposed on a seller), Qualigen shall be entitled to add to its invoice the amount of such sales taxes and Sekisui shall pay
such amount unless Sekisui provides Qualigen with a valid tax exemption certificate authorized by the appropriate taxing authority. As
between the Parties, all customs duties shall be the responsibility of Sekisui, and all duty expenses will be included as an element of
COGS as referenced in Exhibit A and will be included as part of the Actual Margin True-Up as defined in Exhibit D. The parties agree
to cooperate with one another and use reasonable efforts to avoid or reduce tax withholding or similar obligations in respect of
Financing Payments, Product purchase payments, and other payments made by Sekisui to Qualigen under this Agreement. To the
extent Sekisui is required to withhold taxes on any payment to Qualigen, Sekisui shall pay the amounts of such taxes to the proper
governmental authority in a timely manner and promptly transmit to Qualigen evidence of such payment and/or an official tax
certificate, or such other evidence as Qualigen may reasonably request, to establish that such taxes have been paid. Qualigen shall
provide Sekisui any tax forms that may be reasonably necessary in order for Sekisui to not withhold tax or to withhold tax at a reduced
rate under an applicable bilateral income tax treaty. Each Party shall provide the other with reasonable assistance to enable the
recovery, as permitted by applicable law, of withholding taxes, value added taxes, or similar obligations resulting from payments made
under this Agreement, such recovery to be for the benefit of the Party bearing such withholding tax or value added tax.
4.9.1. Medical Device Tax. The party responsible for paying any applicable medical device excise tax pursuant to Section 4191 of the
U.S. Internal Revenue Code or any successor thereto will be as determined under such tax provisions. If any, such medical device
excise tax will be treated as a cost element to be included in COGS as referenced in Exhibit A.
4.10. Interest. Accrual and payment of interest shall not be deemed to excuse or cure breaches of contract arising from late payment or
nonpayment. Cumulative with and not exclusive of any and all other available remedies, payments that are more than 30 days past due
hereunder, and which are not otherwise subject to a good faith dispute, shall accrue interest, from the due date until paid, at an annual
rate equal to the prime rate, as reported in The Wall Street Journal, Eastern U.S. Edition, on the date such payment is due, plus an
additional 200 basis points (2%).
4.11. Currency. All invoices under this Agreement shall be paid in United States dollars.",Payment
53,Manufacturing and Quality Assurance,"5. Manufacturing and Quality Assurance
5.1. Manufacturing Conformance. Qualigen represents and warrants that it shall manufacture all Products in accordance with the
applicable product specifications and all applicable federal, state and local laws, regulations, and guidelines. Qualigen represents and
warrants that no Product delivered by Qualigen under this Agreement will be adulterated or misbranded within the meaning of 21
U.S.C. Sections 351-352, or within the meaning of any other applicable law as such laws are constituted and effective at the time of
such shipment or delivery. Qualigen shall maintain appropriate certification status and compliance with the FDA’s Quality System
Regulation, the Directive of 27 October 1998 on In Vitro Diagnostic Medical Devices (IVDD) and/or all other applicable regulations.
Upon request, Qualigen shall furnish to Sekisui any such information required to enable Sekisui to comply with all applicable
regulations and standards that pertain to distributors for the Products.
5.2. Manufacturing Changes. Qualigen shall notify Sekisui in writing no less than 3 months prior to any material changes which affect (i)
the form, fit or function of any Products, or (ii) the labeling or regulatory status of the Products in any of the Applicable Markets.
5.3. Manufacturing Site. During the Term, Qualigen shall manufacture all Products using Qualigen’s facilities located in Carlsbad,
California. Qualigen shall give at least six (6) months prior written notice to Sekisui of any proposed relocation of the manufacturing of
any Product. Any new facility proposed to be used by Qualigen in manufacturing any Product shall be subject to a new and separate
audit by Sekisui personnel in accordance with Quality Systems Regulations (QSR), as well as ISO 13485.
8
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
5.4. Approved Supplier. It is acknowledged that Qualigen is an “Approved Supplier” as to Products manufactured at Qualigen’s Carlsbad,
California facility. As part of Sekisui’s supplier approval program, Sekisui will have the option to perform an audit (applying Sekisui’s
standard supplier criteria for qualification as an “Approved Supplier”) at Qualigen’s Carlsbad, California manufacturing facility
annually and at each relocated manufacturing facility at which Qualigen will manufacture the Products within sixty (60) days of
Qualigen’s notice to Sekisui of the relocation of such manufacturing facility. Within thirty (30) days after the completion of an audit,
Sekisui shall inform Qualigen in writing of the results of such audit. If Qualigen does not pass such audit and the reasons for such
failure can be remedied within a reasonable period of time (which shall not be less than sixty (60) days), then Sekisui shall provide
Qualigen with a list of proposed remedial action items and a proposed timeframe within which to accomplish such action items. If
Qualigen does not pass such audit and the reasons for such failure cannot be remedied within a reasonable period of time or Qualigen
fails or elects not to complete any remedial actions reasonably suggested by Sekisui, then Sekisui’s sole and exclusive remedy shall
be to terminate this Agreement in accordance with the provisions of Section 14 of this Agreement, with such termination to be
effective upon receipt of a termination notice by Qualigen sent by Sekisui at any time after the sixty day remedy period described in
this Section 5.4 has passed. As scheduled, Sekisui may perform an audit during reasonable business hours to confirm ongoing
compliance with the Quality System Regulations and confirm adequate process controls. Sekisui shall notify Qualigen at least one
month in advance of a planned audit and Qualigen shall make reasonable efforts to accommodate the desired schedule. Sekisui further
agrees that any information obtained from Qualigen or its Affiliates or agents in connection with any such audit shall be deemed
Qualigen Confidential Information and subject to the provisions of Section 13 of this Agreement.
5.5. Technical Support. Qualigen shall provide to Sekisui and its customers commercially reasonable technical support (i) for the
promotion, sale, after-sale service and support of Products sold in the Territory pursuant to this Agreement; (ii) in connection with
any customer inquiries or complaints and (iii) in connection with interactions with the Regulatory Authorities. Qualigen shall be
responsible for the management and costs of all such service. Qualigen shall be entitled to charge customers for, and to retain,
commercially reasonable fees for service and support of out-of-warranty Instruments.
5.6. Trade Compliance. Upon execution of this Agreement, Qualigen, with Sekisui’s assistance, shall provide to Sekisui the Export
Commodity Control Number (ECCN) and Harmonized Tariff Codes (HTS), Country of Origin (COO), Trade Agreement Act (TAA) and
Buy America Act (BAA) determinations or other relevant information for any Product supplied to Sekisui pursuant to this Agreement.
9
Source: RITTER PHARMACEUTICALS INC, S-4/A, 3/13/2020
5.7. REACH and RoHS Compliance. If any Product supplied by Qualigen is manufactured in or imported into the European Union,
Qualigen shall, at its sole cost and expense, comply with applicable requirements under Regulation (EC) 1907/2006 concerning the
Registration, Evaluation, Authorization and Restriction of Chemicals (“REACH”), and Directive 2011/65/EC concerning the Restriction
of the Use of Certain Hazardous Substances in Electrical and Electronic Equipment (“RoHS”), each as may be amended from time to
time. Upon reasonable request, Qualigen shall provide reasonable proof of compliance with REACH and RoHS, including any
registration, communication, safety data sheet, chemical report, or technical or other supporting documentation. Qualigen represents
and certifies that it has gathered, or will gather, the compliance documentation information with appropriate methods to ensure its
accuracy and that such information is true, correct and complete to the best of its knowledge and belief as of the date that Qualigen
provides its declaration. Qualigen acknowledges that Sekisui will rely on this certification in determining the compliance of the
Products with REACH and RoHS. Sekisui acknowledges that Qualigen may have relied on information provided by Third Parties in
completing its compliance review, and that Qualigen may not have independently verified such information, provided that Qualigen
has conducted appropriate due diligence and its reliance on such Third Parties is reasonable and that Qualigen has no reason to
question the reliability of such Third Parties’ information and certifications. Qualigen–controlled manufacturing processes shall be in
compliance with REACH and RoHS in that they do not add any substances to the resultant Product to the extent currently prohibited
by REACH and RoHS. Based upon the information supplied by Third Parties along with Qualigen’s knowledge of its own
manufacturing processes, Qualigen will certify that, to the best of its knowledge, each of the Products identified in any certification is
in compliance with the substance restrictions of REACH and RoHS or is exempt from REACH and RoHS, unless Qualigen has advised
Sekisui in advance that any Product or any material incorporated into, or used to produce, any Product (“Material”) do not comply
with REACH or RoHS. Qualigen has processes in place to ensure proper control of Materials declarations, and segregation of ROHS-
compliant and non-compliant Material within Qualigen’s manufacturing processes. Qualigen shall maintain REACH and RoHS records
and compliance documentation for the amount of time required under REACH or RoHS. Qualigen and Sekisui agree to promptly notify
each other if either learns of any developments relating to REACH or RoHS that might impact Sekisui’s ability to use any Product or
place it on the market in the European Union. Qualigen agrees to notify Sekisui promptly: (1) if there are changes to the REACH
registration relevant to the Product; (2) if any of the substances, preparations, or substances in articles purchased by Sekisui meet the
criteria referred to in Art. 57 of REACH or are on the candidate list for eventual inclusion in Annex XIV of REACH; (3) if a REACH
registration has been rejected by the European Chemicals Agency (ECHA); or (4) of any other development relating to any Product’s
status under REACH or RoHS where such development might affect Sekisui’s ability to use any Product or to place it on the market in
the European Union.",General
